customer_id,customer_name,first_order_date,registration_date,city,gender,age_group,registration_source,is_newsletter_subscriber,total_orders,total_revenue,last_order_date
CUST-02828,Uğur Kurt,2024-12-18,2024-12-09,Bursa,M,25-34,Paid Social,False,2,14225.0,2025-01-01
CUST-02829,Gülşah Kılıç,2024-02-21,2024-02-16,Gaziantep,F,45-54,Direct,True,4,23600.0,2025-02-23
CUST-02830,Gökhan Sönmez,2024-10-20,2024-10-16,Izmir,M,25-34,Organic Search,True,1,8677.0,2025-03-15
CUST-02831,Alperen Gündüz,2024-05-23,2024-05-17,Van,M,35-44,Organic Search,True,0,0.0,
CUST-02832,Çağrı Uçar,2024-03-06,2024-02-26,Izmir,M,35-44,Paid Social,False,8,29485.0,2025-03-24
CUST-02833,Şeyma Polat,2024-03-01,2024-02-25,Izmir,F,35-44,Paid Search,True,5,20862.0,2025-02-20
CUST-02834,Seda Yalçın,2024-07-22,2024-07-08,Erzurum,F,35-44,Organic Search,True,3,6826.0,2025-03-29
CUST-02835,Serap Acar,2024-03-15,2024-03-02,Samsun,F,18-24,Paid Search,False,2,7426.0,2025-02-13
CUST-02836,Damla Tekin,2024-11-23,2024-11-21,Istanbul,F,18-24,Organic Search,False,0,0.0,
CUST-02837,Yusuf Başar,2024-10-13,2024-10-06,Bursa,M,25-34,Direct,True,2,8486.0,2025-02-04
CUST-02838,Ece Uçar,2024-12-03,2024-12-02,Balikesir,F,45-54,Referral,False,0,0.0,
CUST-02839,Cem Şimşek,2024-09-02,2024-09-01,Ankara,M,45-54,Organic Search,True,2,4037.0,2025-03-16
CUST-02840,Seda Erdoğan,2024-07-31,2024-07-24,Ankara,F,18-24,Organic Search,True,4,25180.0,2025-03-07
CUST-02841,Berk Kara,2024-10-19,2024-10-05,Adana,M,25-34,Paid Social,True,5,27960.0,2025-03-04
CUST-02842,Gülşah Sönmez,2024-03-18,2024-03-16,Ankara,F,18-24,Organic Search,True,8,47117.0,2025-01-12
CUST-02843,Fulya Ateş,2024-02-13,2024-02-04,Mersin,F,35-44,Paid Search,False,4,17853.0,2025-02-26
CUST-02844,Serap Gündüz,2024-11-17,2024-11-05,Kayseri,F,25-34,Organic Search,False,4,17740.0,2025-03-26
CUST-02845,Naz Akgün,2024-12-07,2024-11-27,Istanbul,F,25-34,Organic Search,True,5,13022.0,2025-02-24
CUST-02846,Naz Sarı,2024-03-17,2024-03-03,Istanbul,F,18-24,Organic Search,True,3,9134.0,2024-12-24
CUST-02847,Burcu Tekin,2024-11-21,2024-11-17,Ankara,F,25-34,Paid Social,True,2,17004.0,2025-03-12
CUST-02848,Uğur Korkmaz,2024-03-05,2024-02-22,Gaziantep,M,45-54,Email,True,0,0.0,
CUST-02849,Volkan Tekin,2024-06-13,2024-06-12,Gaziantep,M,18-24,Organic Search,False,2,8645.0,2025-03-28
CUST-02850,Ebru Arslan,2024-06-17,2024-06-07,Erzurum,F,18-24,Direct,False,2,5736.0,2025-01-11
CUST-02851,Koray Uçar,2024-07-01,2024-06-22,Izmir,M,25-34,Paid Social,False,1,1219.0,2024-11-17
CUST-02852,Deniz Demir,2024-08-06,2024-08-01,Kayseri,F,25-34,Organic Search,True,0,0.0,
CUST-02853,Aykut Şimşek,2024-05-01,2024-04-25,Konya,M,25-34,Organic Search,True,4,21499.0,2025-03-10
CUST-02854,Burak Akgün,2024-02-05,2024-01-27,Antalya,M,25-34,Paid Search,True,2,4128.0,2025-03-26
CUST-02855,Yusuf Öztürk,2024-06-12,2024-06-07,Izmir,M,35-44,Referral,True,6,20319.0,2025-03-28
CUST-02856,Ömer Korkmaz,2024-11-16,2024-11-09,Istanbul,M,25-34,Organic Search,True,4,20330.0,2025-02-17
CUST-02857,Efe Şahin,2024-11-20,2024-11-09,Istanbul,M,25-34,Paid Social,False,4,22860.0,2025-03-29
CUST-02858,Burcu Koç,2024-02-13,2024-02-08,Aydin,F,25-34,Direct,False,3,23103.0,2025-02-03
CUST-02859,Sibel Korkmaz,2024-11-19,2024-11-12,Konya,F,25-34,Organic Search,True,1,2319.0,2025-03-26
CUST-02860,Tuğçe Bayrak,2024-09-14,2024-09-01,Eskisehir,F,35-44,Paid Search,True,2,8908.0,2025-03-17
CUST-02861,Serap Yalçın,2024-06-03,2024-05-27,Izmir,F,25-34,Direct,True,0,0.0,
CUST-02862,Koray Koç,2024-11-22,2024-11-21,Izmir,M,35-44,Organic Search,True,0,0.0,
CUST-02863,Gizem Yılmaz,2024-05-08,2024-05-01,Ankara,F,18-24,Direct,True,5,8294.0,2025-01-29
CUST-02864,Barış Akgün,2024-08-31,2024-08-22,Denizli,M,25-34,Paid Search,False,5,28108.0,2025-03-29
CUST-02865,Derya Sarı,2024-06-28,2024-06-23,Afyonkarahisar,F,35-44,Paid Social,False,4,20981.0,2025-02-08
CUST-02866,Tuğçe Toprak,2024-07-03,2024-07-02,Istanbul,F,25-34,Paid Search,False,4,24730.0,2025-03-03
CUST-02867,Volkan Bayrak,2024-10-22,2024-10-22,Istanbul,M,35-44,Organic Search,True,3,22802.0,2024-12-25
CUST-02868,Hazal Ateş,2024-11-18,2024-11-09,Bursa,F,18-24,Direct,False,1,5898.0,2024-12-20
CUST-02869,Naz Ergin,2024-02-27,2024-02-13,Istanbul,F,35-44,Paid Search,True,0,0.0,
CUST-02870,Efe Sarı,2024-10-21,2024-10-14,Istanbul,M,25-34,Referral,True,2,12556.0,2025-02-05
CUST-02871,Cansu Güneş,2024-12-01,2024-11-26,Antalya,F,35-44,Organic Search,False,4,15820.0,2025-03-24
CUST-02872,Emre Kahraman,2024-09-11,2024-09-07,Aydin,M,35-44,Organic Search,False,1,4488.0,2024-12-26
CUST-02873,Batuhan Kılıç,2024-10-02,2024-10-01,Istanbul,M,25-34,Paid Social,True,4,17913.0,2025-03-21
CUST-02874,Tuncay Gündüz,2024-05-23,2024-05-20,Sakarya,M,25-34,Email,False,5,12063.0,2025-03-22
CUST-02875,Gizem Şahin,2024-12-17,2024-12-09,Istanbul,F,55+,Paid Search,True,4,20100.0,2025-01-04
CUST-02876,Efe Çelik,2024-09-02,2024-08-22,Ankara,M,25-34,Direct,True,2,4218.0,2025-03-20
CUST-02877,Selim Kaya,2024-09-19,2024-09-06,Sanliurfa,M,25-34,Direct,False,5,30765.0,2025-03-23
CUST-02878,Deniz Koç,2025-01-06,2024-12-25,Kocaeli,F,18-24,Paid Search,True,4,25392.0,2025-02-19
CUST-02879,Deniz Yıldırım,2024-02-28,2024-02-26,Sanliurfa,F,35-44,Paid Search,False,2,1787.0,2025-02-06
CUST-02880,Gülşah Başar,2024-03-24,2024-03-11,Ankara,F,18-24,Email,True,6,20237.0,2025-02-27
CUST-02881,Can Tuncer,2024-05-25,2024-05-13,Izmir,M,35-44,Organic Search,True,1,2199.0,2025-03-05
CUST-02882,Tuğçe Sönmez,2024-04-11,2024-04-06,Ankara,F,35-44,Organic Search,False,8,26425.0,2024-12-24
CUST-02883,Mert Sönmez,2024-10-05,2024-09-22,Gaziantep,M,35-44,Organic Search,False,1,7796.0,2024-12-26
CUST-02884,Ceren Acar,2024-01-27,2024-01-22,Istanbul,F,18-24,Paid Search,True,1,239.0,2024-12-27
CUST-02885,Baran Keskin,2024-04-28,2024-04-15,Izmir,M,55+,Paid Social,False,6,30188.0,2024-12-14
CUST-02886,Meltem Yıldız,2024-05-23,2024-05-13,Istanbul,F,18-24,Organic Search,True,1,4018.0,2025-01-20
CUST-02887,Cem Kara,2024-06-09,2024-06-09,Istanbul,M,45-54,Paid Social,True,0,0.0,
CUST-02888,Ayşe Kılıç,2024-01-24,2024-01-17,Ankara,F,45-54,Organic Search,True,1,3017.0,2024-12-11
CUST-02889,Yiğit Ateş,2024-01-24,2024-01-14,Izmir,M,35-44,Referral,False,4,18410.0,2025-02-04
CUST-02890,Yağmur Özdemir,2024-12-25,2024-12-20,Izmir,F,18-24,Paid Social,True,6,41326.0,2024-12-25
CUST-02891,İrem Yıldırım,2024-08-05,2024-08-05,Izmir,F,25-34,Paid Social,True,0,0.0,
CUST-02892,Selin Acar,2024-08-05,2024-07-27,Istanbul,F,25-34,Paid Search,False,2,6517.0,2025-03-07
CUST-02893,İpek Korkmaz,2024-07-18,2024-07-09,Istanbul,F,25-34,Direct,False,4,18974.0,2025-01-07
CUST-02894,Kerem Toprak,2024-11-28,2024-11-25,Istanbul,M,35-44,Paid Search,False,0,0.0,
CUST-02895,Fatih Akgün,2025-01-01,2024-12-25,Istanbul,M,35-44,Organic Search,True,2,12276.0,2025-02-18
CUST-02896,Alperen Yalçın,2024-08-22,2024-08-22,Istanbul,M,18-24,Paid Search,True,0,0.0,
CUST-02897,Cem Erdoğan,2024-09-14,2024-09-05,Sanliurfa,M,25-34,Paid Social,False,4,18213.0,2025-03-31
CUST-02898,Cansu Şahin,2024-10-18,2024-10-08,Kayseri,F,45-54,Paid Search,False,2,9445.0,2024-10-23
CUST-02899,Enes Yılmaz,2024-03-07,2024-03-06,Kayseri,M,25-34,Paid Search,True,0,0.0,
CUST-02900,Tuğçe Kurt,2024-09-03,2024-09-01,Hatay,F,45-54,Organic Search,True,1,3878.0,2025-03-25
CUST-02901,Sibel Çetin,2024-10-01,2024-09-27,Manisa,F,18-24,Direct,False,1,2608.0,2024-12-05
CUST-02902,Gizem Kara,2024-06-29,2024-06-28,Ankara,F,25-34,Organic Search,True,0,0.0,
CUST-02903,Derya Kaya,2024-03-25,2024-03-24,Malatya,F,25-34,Paid Search,False,3,34807.0,2025-03-19
CUST-02904,Cem Yıldız,2024-10-16,2024-10-11,Adana,M,25-34,Direct,True,0,0.0,
CUST-02905,Tolga Korkmaz,2024-10-16,2024-10-15,Izmir,M,25-34,Paid Search,True,0,0.0,
CUST-02906,Mustafa Bayrak,2024-07-24,2024-07-17,Kocaeli,M,45-54,Paid Social,False,0,0.0,
CUST-02907,Ayşe Korkmaz,2024-02-17,2024-02-13,Istanbul,F,25-34,Direct,True,5,12583.0,2025-03-18
CUST-02908,Pınar Kara,2024-08-21,2024-08-13,Eskisehir,F,25-34,Paid Social,True,5,19411.0,2025-03-25
CUST-02909,Hazal Başar,2024-07-28,2024-07-28,Istanbul,F,18-24,Paid Social,True,4,12503.0,2025-02-15
CUST-02910,Mina Gündüz,2024-11-30,2024-11-27,Adana,F,45-54,Paid Social,False,1,3568.0,2025-03-16
CUST-02911,Tolga Doğan,2024-05-31,2024-05-19,Manisa,M,25-34,Direct,False,3,21211.0,2024-12-27
CUST-02912,Dilan Korkmaz,2024-02-25,2024-02-25,Istanbul,F,25-34,Paid Social,False,5,21762.0,2025-03-17
CUST-02913,Nehir Güler,2024-12-29,2024-12-26,Bursa,F,45-54,Referral,False,3,24178.0,2025-03-18
CUST-02914,Hande Arslan,2024-08-09,2024-08-02,Sakarya,F,35-44,Paid Search,False,3,13643.0,2025-03-09
CUST-02915,Kübra Aksoy,2024-02-05,2024-02-04,Sanliurfa,F,18-24,Direct,False,0,0.0,
CUST-02916,Tuğçe Özkan,2024-11-29,2024-11-24,Izmir,F,25-34,Paid Social,True,1,3999.0,2025-02-16
CUST-02917,Murat Aktaş,2024-11-22,2024-11-19,Ankara,M,25-34,Email,True,2,5247.0,2025-01-31
CUST-02918,Orhan Yılmaz,2024-10-21,2024-10-17,Ankara,M,55+,Paid Search,True,5,32895.0,2025-02-09
CUST-02919,Erdem Aktaş,2024-12-30,2024-12-19,Hatay,M,35-44,Referral,True,1,4897.0,2025-01-18
CUST-02920,Merve Aslan,2024-09-19,2024-09-05,Bursa,F,25-34,Organic Search,True,4,22955.0,2025-03-31
CUST-02921,Gizem Kaplan,2024-08-25,2024-08-20,Eskisehir,F,25-34,Organic Search,True,2,9217.0,2025-02-21
CUST-02922,Büşra Aktaş,2024-04-23,2024-04-16,Balikesir,F,35-44,Paid Search,True,5,28390.0,2025-03-17
CUST-02923,Efe Yıldız,2024-01-27,2024-01-15,Ankara,M,25-34,Organic Search,True,3,23241.0,2025-03-09
CUST-02924,Onur Başar,2024-01-22,2024-01-14,Konya,M,55+,Organic Search,False,3,10395.0,2025-01-15
CUST-02925,Cem Ergin,2024-04-14,2024-04-02,Adana,M,18-24,Email,False,6,12252.0,2025-03-28
CUST-02926,Fatma Erdoğan,2024-12-14,2024-12-01,Sanliurfa,F,45-54,Direct,True,2,15226.0,2025-01-07
CUST-02927,Emir Yılmaz,2024-07-25,2024-07-20,Istanbul,M,35-44,Paid Social,True,2,18211.0,2025-03-23
CUST-02928,Gül Yalçın,2024-05-05,2024-05-03,Istanbul,F,25-34,Direct,False,0,0.0,
CUST-02929,Dilan Koç,2024-10-05,2024-09-27,Bursa,F,25-34,Paid Search,False,1,10056.0,2025-01-29
CUST-02930,Ömer Keskin,2024-12-07,2024-11-25,Samsun,M,35-44,Organic Search,False,2,6987.0,2025-03-13
CUST-02931,Büşra Taş,2024-01-14,2024-01-11,Izmir,F,55+,Referral,True,3,17740.0,2025-01-24
CUST-02932,Özge Kaya,2024-08-31,2024-08-18,Izmir,F,55+,Paid Social,True,3,10034.0,2025-03-26
CUST-02933,Fatma Ergin,2024-03-05,2024-03-02,Sanliurfa,F,35-44,Organic Search,False,0,0.0,
CUST-02934,Uğur Demir,2024-03-02,2024-02-20,Bursa,M,45-54,Referral,True,3,17522.0,2024-11-20
CUST-02935,Sinan Tekin,2024-10-29,2024-10-17,Erzurum,M,25-34,Paid Social,False,1,7216.0,2025-03-06
CUST-02936,Barış Arslan,2024-05-24,2024-05-19,Istanbul,M,35-44,Paid Search,True,3,17669.0,2025-02-14
CUST-02937,Melis Şimşek,2024-02-14,2024-02-14,Diyarbakir,F,25-34,Paid Social,True,4,8332.0,2025-02-14
CUST-02938,Ayşe Kaya,2024-06-14,2024-06-03,Bursa,F,18-24,Paid Social,True,0,0.0,
CUST-02939,Mehmet Özdemir,2024-11-17,2024-11-06,Eskisehir,M,35-44,Organic Search,True,5,16262.0,2025-02-14
CUST-02940,Melis Güneş,2024-05-09,2024-05-03,Izmir,F,25-34,Organic Search,True,4,17083.0,2025-01-20
CUST-02941,Ali Kurt,2024-07-16,2024-07-14,Ankara,M,45-54,Direct,True,0,0.0,
CUST-02942,Ezgi Erdoğan,2024-12-01,2024-11-22,Istanbul,F,25-34,Paid Search,False,5,22787.0,2025-03-24
CUST-02943,Zeynep Tekin,2024-09-30,2024-09-25,Bursa,F,25-34,Email,False,0,0.0,
CUST-02944,Fatih Güneş,2024-09-18,2024-09-16,Gaziantep,M,45-54,Organic Search,True,2,12765.0,2025-01-06
CUST-02945,Erdem Çelik,2024-03-03,2024-02-28,Van,M,25-34,Organic Search,False,4,10691.0,2024-12-23
CUST-02946,Merve Kurt,2024-12-30,2024-12-22,Mersin,F,25-34,Direct,True,8,39493.0,2025-03-11
CUST-02947,Oğuz Demir,2024-12-13,2024-12-04,Antalya,M,25-34,Paid Search,True,2,13275.0,2025-03-20
CUST-02948,Mehmet Tuncer,2024-03-13,2024-03-12,Istanbul,M,35-44,Paid Search,False,1,1149.0,2025-02-11
CUST-02949,Gül Kara,2024-04-25,2024-04-23,Izmir,F,55+,Organic Search,False,0,0.0,
CUST-02950,Batuhan Tekin,2024-10-19,2024-10-11,Malatya,M,18-24,Paid Social,True,4,23768.0,2024-12-19
CUST-02951,Naz Öztürk,2024-02-27,2024-02-14,Antalya,F,25-34,Paid Social,False,5,31146.0,2025-03-15
CUST-02952,Mehmet Kaplan,2024-07-11,2024-06-27,Gaziantep,M,25-34,Organic Search,True,2,5438.0,2025-02-04
CUST-02953,İrem Şimşek,2024-10-03,2024-09-26,Antalya,F,45-54,Organic Search,False,2,10856.0,2025-03-26
CUST-02954,Koray Kahraman,2024-04-24,2024-04-23,Konya,M,18-24,Referral,True,4,27528.0,2025-01-23
CUST-02955,Rana Güler,2024-05-09,2024-04-25,Mersin,F,35-44,Paid Social,False,2,14632.0,2025-02-21
CUST-02956,Melis Kılıç,2024-11-13,2024-11-10,Ankara,F,35-44,Paid Social,True,3,7275.0,2025-02-21
CUST-02957,Ezgi Yalçın,2024-07-19,2024-07-12,Malatya,F,18-24,Paid Search,True,0,0.0,
CUST-02958,Koray Ergin,2024-11-15,2024-11-02,Erzurum,M,18-24,Organic Search,True,0,0.0,
CUST-02959,Sibel Uçar,2024-01-25,2024-01-21,Izmir,F,18-24,Paid Search,True,3,15890.0,2025-03-02
CUST-02960,Yiğit Çelik,2024-10-10,2024-10-10,Izmir,M,35-44,Paid Social,False,2,21055.0,2025-03-08
CUST-02961,Gül Özkan,2024-03-19,2024-03-13,Aydin,F,35-44,Paid Search,False,3,12926.0,2025-03-15
CUST-02962,Ebru Özdemir,2024-01-14,2024-01-08,Istanbul,F,35-44,Direct,False,5,42195.0,2025-03-27
CUST-02963,Gülşah Çelik,2024-02-27,2024-02-22,Istanbul,F,18-24,Email,False,1,1709.0,2024-10-21
CUST-02964,İrem Doğan,2024-07-24,2024-07-10,Izmir,F,18-24,Paid Search,True,1,3878.0,2025-02-23
CUST-02965,Ahmet Gündüz,2024-02-21,2024-02-17,Antalya,M,18-24,Organic Search,True,4,22811.0,2025-03-01
CUST-02966,Gizem Şimşek,2024-03-15,2024-03-06,Istanbul,F,25-34,Paid Search,True,2,13755.0,2025-03-24
CUST-02967,Fulya Aksoy,2024-11-28,2024-11-14,Samsun,F,35-44,Paid Search,False,3,16274.0,2025-03-06
CUST-02968,Cansu Yalçın,2024-01-28,2024-01-26,Diyarbakir,F,18-24,Organic Search,False,3,28506.0,2025-01-04
CUST-02969,Enes Polat,2024-01-13,2024-01-02,Antalya,M,25-34,Organic Search,False,3,11266.0,2025-03-12
CUST-02970,Erdem Şimşek,2024-08-15,2024-08-14,Konya,M,45-54,Paid Social,True,2,7255.0,2025-03-05
CUST-02971,Cansu Duman,2024-12-16,2024-12-11,Tekirdag,F,25-34,Direct,False,4,15801.0,2025-03-19
CUST-02972,Ömer Erdoğan,2024-10-25,2024-10-16,Mersin,M,18-24,Organic Search,True,0,0.0,
CUST-02973,Gamze Ateş,2024-04-23,2024-04-20,Istanbul,F,25-34,Direct,True,2,8347.0,2025-03-04
CUST-02974,Naz Aslan,2025-01-04,2024-12-25,Istanbul,F,35-44,Referral,False,3,26321.0,2025-02-05
CUST-02975,Buse Sönmez,2024-04-18,2024-04-11,Trabzon,F,18-24,Paid Search,False,1,3928.0,2025-01-22
CUST-02976,Kaan Kaya,2024-08-12,2024-08-08,Adana,M,25-34,Paid Search,False,4,19841.0,2025-03-22
CUST-02977,Tolga Bozkurt,2024-05-17,2024-05-04,Istanbul,M,18-24,Paid Social,False,8,38864.0,2025-03-03
CUST-02978,Ceren Toprak,2024-08-06,2024-08-06,Ankara,F,25-34,Paid Social,False,5,41845.0,2025-03-14
CUST-02979,Emre Kara,2024-03-12,2024-03-11,Izmir,M,45-54,Organic Search,True,6,34485.0,2025-03-26
CUST-02980,Sibel Bulut,2024-02-04,2024-01-26,Istanbul,F,55+,Referral,False,3,6956.0,2025-03-08
CUST-02981,Burak Uçar,2024-11-26,2024-11-22,Ankara,M,55+,Organic Search,True,1,6948.0,2025-03-13
CUST-02982,Oğuz Güneş,2024-02-10,2024-02-05,Denizli,M,25-34,Organic Search,True,5,33654.0,2025-03-24
CUST-02983,Orhan Yıldız,2024-05-08,2024-04-27,Ankara,M,55+,Organic Search,True,0,0.0,
CUST-02984,Yiğit Sönmez,2024-05-24,2024-05-20,Elazig,M,55+,Direct,True,1,6297.0,2024-11-29
CUST-02985,Can Sönmez,2024-09-09,2024-08-28,Izmir,M,25-34,Organic Search,True,8,28751.0,2025-03-05
CUST-02986,Aslı Doğan,2024-10-01,2024-09-21,Istanbul,F,18-24,Organic Search,True,5,29835.0,2025-02-24
CUST-02987,Derya Duman,2024-07-18,2024-07-05,Konya,F,45-54,Paid Search,True,4,14722.0,2025-03-13
CUST-02988,Cansu Polat,2024-03-14,2024-03-01,Izmir,F,35-44,Email,False,1,8376.0,2025-02-27
CUST-02989,Büşra Çelik,2024-06-28,2024-06-20,Izmir,F,35-44,Paid Social,True,0,0.0,
CUST-02990,Hazal Şahin,2024-05-17,2024-05-07,Aydin,F,25-34,Organic Search,True,4,8235.0,2025-02-24
CUST-02991,Çağrı Keskin,2024-01-04,2024-01-04,Istanbul,M,18-24,Paid Search,True,5,39347.0,2025-02-22
CUST-02992,Yiğit Aslan,2024-10-12,2024-10-05,Izmir,M,45-54,Direct,True,8,38120.0,2025-03-14
CUST-02993,Mustafa Kurt,2024-07-23,2024-07-22,Istanbul,M,25-34,Paid Social,True,6,17398.0,2025-03-26
CUST-02994,Pelin Kahraman,2024-12-13,2024-12-12,Gaziantep,F,25-34,Email,True,5,31587.0,2025-02-17
CUST-02995,Berk Gündüz,2024-01-31,2024-01-22,Afyonkarahisar,M,25-34,Paid Search,True,3,11944.0,2025-02-21
CUST-02996,Selim Tekin,2024-03-17,2024-03-17,Sanliurfa,M,18-24,Direct,False,7,45982.0,2025-03-13
CUST-02997,Yiğit Gündüz,2024-09-14,2024-09-04,Mugla,M,35-44,Paid Social,True,4,23199.0,2025-03-31
CUST-02998,Pınar Bayrak,2024-07-10,2024-07-10,Istanbul,F,25-34,Direct,True,2,9704.0,2024-12-10
CUST-02999,Ali Erdoğan,2024-10-29,2024-10-15,Antalya,M,25-34,Direct,True,2,9236.0,2025-02-03
CUST-03000,Doruk Koç,2024-06-19,2024-06-10,Izmir,M,25-34,Paid Search,False,1,5568.0,2024-11-26
CUST-03001,Dilan Ateş,2024-01-20,2024-01-14,Kayseri,F,25-34,Paid Social,False,2,13276.0,2025-02-14
CUST-03002,Meltem Yıldırım,2024-02-18,2024-02-14,Istanbul,F,25-34,Direct,True,5,25557.0,2025-02-27
CUST-03003,Pınar Şimşek,2024-04-26,2024-04-25,Erzurum,F,25-34,Direct,False,3,16803.0,2024-12-25
CUST-03004,Mehmet Akgün,2024-01-10,2024-01-05,Aydin,M,25-34,Paid Social,True,3,28600.0,2024-12-22
CUST-03005,Kaan Tekin,2024-12-23,2024-12-16,Istanbul,M,35-44,Organic Search,False,0,0.0,
CUST-03006,Selin Keskin,2024-04-02,2024-03-27,Istanbul,F,18-24,Paid Social,False,3,12905.0,2025-03-26
CUST-03007,Burak Koç,2024-11-04,2024-11-02,Sanliurfa,M,55+,Organic Search,False,4,5636.0,2025-03-21
CUST-03008,Can Özkan,2024-10-10,2024-10-02,Mersin,M,55+,Direct,True,2,6996.0,2025-03-10
CUST-03009,Fatih Bulut,2024-07-28,2024-07-21,Izmir,M,25-34,Organic Search,False,2,14652.0,2025-03-18
CUST-03010,Pınar Yılmaz,2024-05-08,2024-04-26,Istanbul,F,35-44,Organic Search,True,2,8694.0,2025-02-12
CUST-03011,Mehmet Keskin,2024-02-13,2024-02-10,Adana,M,25-34,Direct,False,5,38545.0,2025-03-23
CUST-03012,Tuncay Sönmez,2024-12-10,2024-12-09,Bursa,M,25-34,Referral,True,2,4117.0,2025-03-29
CUST-03013,Didem Aktaş,2024-03-26,2024-03-17,Istanbul,F,25-34,Organic Search,True,3,12054.0,2025-02-06
CUST-03014,Ezgi Özdemir,2024-06-12,2024-06-05,Adana,F,35-44,Organic Search,False,3,12664.0,2025-01-24
CUST-03015,Mustafa Aydın,2024-04-10,2024-04-10,Eskisehir,M,25-34,Paid Social,True,2,5486.0,2025-02-07
CUST-03016,Onur Güneş,2024-02-27,2024-02-22,Kayseri,M,25-34,Paid Search,False,2,11704.0,2025-03-17
CUST-03017,Mert Acar,2024-01-12,2024-01-11,Izmir,M,25-34,Direct,True,0,0.0,
CUST-03018,Serkan Keskin,2024-03-24,2024-03-16,Diyarbakir,M,35-44,Paid Social,True,4,22900.0,2025-01-24
CUST-03019,Ceren Aksoy,2024-02-13,2024-02-11,Antalya,F,25-34,Paid Search,True,1,6228.0,2024-12-20
CUST-03020,Melis Şimşek,2024-03-03,2024-03-01,Elazig,F,18-24,Direct,False,6,36123.0,2025-03-14
CUST-03021,Ceren Akgün,2024-02-21,2024-02-08,Izmir,F,25-34,Paid Social,False,4,14985.0,2025-02-02
CUST-03022,Ömer Kahraman,2024-01-25,2024-01-23,Ankara,M,25-34,Direct,False,1,7165.0,2025-03-31
CUST-03023,Derya Yalçın,2024-05-01,2024-04-22,Ankara,F,25-34,Organic Search,True,1,4656.0,2024-11-14
CUST-03024,Gökhan Ateş,2024-12-17,2024-12-04,Antalya,M,18-24,Paid Search,False,5,20430.0,2025-03-12
CUST-03025,Yağmur Başar,2024-11-22,2024-11-20,Kayseri,F,45-54,Paid Social,True,4,15834.0,2025-03-25
CUST-03026,Arda Şahin,2024-01-12,2024-01-08,Istanbul,M,18-24,Paid Search,True,4,8383.0,2025-03-13
CUST-03027,Alper Gündüz,2024-02-10,2024-02-10,Ankara,M,55+,Organic Search,True,1,14481.0,2025-01-22
CUST-03028,Kerem Gündüz,2024-02-28,2024-02-15,Istanbul,M,35-44,Paid Social,False,2,10317.0,2024-11-07
CUST-03029,Didem Yılmaz,2024-10-28,2024-10-24,Denizli,F,35-44,Email,True,6,31723.0,2025-03-22
CUST-03030,Lale Acar,2024-08-20,2024-08-17,Istanbul,F,18-24,Organic Search,True,2,8876.0,2025-02-01
CUST-03031,Gamze Polat,2024-08-17,2024-08-05,Ankara,F,18-24,Referral,True,8,25036.0,2025-03-07
CUST-03032,Volkan Akgün,2024-05-04,2024-05-01,Ordu,M,25-34,Paid Social,False,2,5467.0,2025-03-21
CUST-03033,Ayşe Yalçın,2024-04-17,2024-04-08,Istanbul,F,18-24,Direct,True,1,889.0,2025-02-28
CUST-03034,Esra Doğan,2024-11-17,2024-11-13,Manisa,F,18-24,Organic Search,False,3,30971.0,2025-01-28
CUST-03035,Şeyma Çetin,2024-03-04,2024-02-23,Ankara,F,35-44,Email,False,2,15443.0,2025-02-12
CUST-03036,Emir Demir,2024-02-09,2024-02-01,Konya,M,35-44,Organic Search,True,3,6535.0,2025-02-16
CUST-03037,Kerem Çetin,2024-07-08,2024-07-02,Istanbul,M,55+,Organic Search,False,6,16541.0,2025-02-23
CUST-03038,Hazal Yalçın,2024-05-24,2024-05-18,Adana,F,35-44,Paid Search,True,4,32537.0,2025-02-14
CUST-03039,Seda Şahin,2024-08-15,2024-08-01,Ankara,F,35-44,Organic Search,True,3,23930.0,2025-01-08
CUST-03040,Hazal Yılmaz,2024-02-22,2024-02-15,Diyarbakir,F,55+,Organic Search,True,2,9887.0,2024-12-17
CUST-03041,Ebru Kılıç,2024-05-11,2024-04-27,Bursa,F,18-24,Organic Search,True,2,8246.0,2025-03-18
CUST-03042,Selin Ateş,2024-12-31,2024-12-25,Ordu,F,45-54,Organic Search,False,4,44194.0,2025-03-19
CUST-03043,Deniz Özkan,2024-05-15,2024-05-03,Sakarya,M,25-34,Paid Social,False,0,0.0,
CUST-03044,Tolga Başar,2024-11-21,2024-11-17,Kayseri,M,35-44,Referral,True,2,3787.0,2025-02-26
CUST-03045,Ezgi Çetin,2024-10-11,2024-10-04,Istanbul,F,35-44,Organic Search,False,1,3126.0,2024-10-22
CUST-03046,Ahmet Çelik,2024-05-31,2024-05-20,Antalya,M,35-44,Paid Social,True,0,0.0,
CUST-03047,Pınar Akgün,2024-07-24,2024-07-23,Antalya,F,55+,Direct,True,1,3158.0,2024-12-21
CUST-03048,Volkan Aslan,2024-11-01,2024-10-28,Gaziantep,M,35-44,Organic Search,True,6,40825.0,2025-03-16
CUST-03049,Cem Duman,2024-10-02,2024-09-27,Ankara,M,45-54,Paid Social,True,0,0.0,
CUST-03050,Uğur Başar,2024-07-25,2024-07-18,Istanbul,M,35-44,Organic Search,True,1,2259.0,2025-03-18
CUST-03051,Deniz Ateş,2024-04-27,2024-04-26,Izmir,M,45-54,Direct,True,1,3837.0,2025-03-18
